transaction_id;customer_id;Brand_product;transaction_date;online_order;order_status
187;1005;Giant Bicycles 1;24.07.2017;True;Approved
188;1597;Trek Bicycles 3;15.01.2017;True;Approved
189;2713;OHM Cycles 56;12.01.2017;True;Approved
190;1435;OHM Cycles 37;27.11.2017;True;Approved
191;1477;Norco Bicycles 34;30.06.2017;True;Approved
192;1614;Giant Bicycles 0;15.07.2017;True;Approved
193;1254;WeareA2B 12;22.06.2017;True;Approved
194;1423;Giant Bicycles 25;02.05.2017;False;Approved
195;276;Norco Bicycles 81;27.12.2017;False;Approved
196;1315;OHM Cycles 19;21.12.2017;True;Approved
197;591;Solex 45;23.05.2017;True;Approved
198;1017;WeareA2B 74;02.02.2017;False;Approved
199;2123;Giant Bicycles 33;08.06.2017;False;Approved
200;2889;WeareA2B 57;15.04.2017;True;Approved
201;3208;Trek Bicycles 0;05.09.2017;True;Approved
202;2406;Norco Bicycles 23;26.02.2017;True;Approved
203;2041;Norco Bicycles 67;29.07.2017;False;Approved
204;1598;Norco Bicycles 81;03.07.2017;True;Approved
205;1842;OHM Cycles 58;27.05.2017;True;Approved
206;141;Giant Bicycles 5;05.05.2017;False;Approved
207;1321;Giant Bicycles 94;09.09.2017;False;Approved
208;183;OHM Cycles 51;21.05.2017;False;Approved
209;2591;WeareA2B 59;22.09.2017;False;Approved
210;3356;Solex 63;12.04.2017;True;Approved
211;766;OHM Cycles 40;07.05.2017;True;Approved
212;1596;Trek Bicycles 80;13.01.2017;False;Approved
213;520;Norco Bicycles 82;14.12.2017;False;Approved
214;868;Solex 46;22.03.2017;True;Approved
215;2999;Giant Bicycles 78;30.09.2017;False;Approved
216;352;Norco Bicycles 72;29.11.2017;True;Approved
217;1140;Giant Bicycles 75;09.06.2017;False;Approved
218;621;Trek Bicycles 40;21.04.2017;False;Approved
219;3307;Giant Bicycles 2;13.11.2017;False;Approved
220;1502;WeareA2B 10;09.04.2017;True;Approved
221;936;Giant Bicycles 35;08.05.2017;False;Approved
222;939;Solex 8;08.07.2017;True;Approved
223;2698;Giant Bicycles 2;30.11.2017;False;Approved
224;579;Giant Bicycles 69;25.04.2017;True;Approved
225;2036;WeareA2B 54;30.03.2017;True;Approved
226;3077;Solex 8;10.03.2017;False;Approved
227;369;OHM Cycles 86;16.03.2017;True;Approved
228;821;Solex 13;04.04.2017;True;Approved
229;2687;Trek Bicycles 19;13.03.2017;True;Approved
230;681;OHM Cycles 86;23.12.2017;True;Approved
231;37;OHM Cycles 46;12.08.2017;True;Approved
232;3002;Solex 30;04.08.2017;False;Approved
233;396;WeareA2B 92;01.09.2017;False;Approved
234;550;Solex 71;01.09.2017;True;Approved
235;1605;Norco Bicycles 77;02.07.2017;False;Approved
236;2325;Giant Bicycles 7;31.08.2017;True;Approved
237;1420;Norco Bicycles 23;11.03.2017;True;Approved
238;3099;WeareA2B 12;08.10.2017;False;Approved
239;1645;OHM Cycles 61;01.10.2017;True;Approved
240;546;Solex 21;23.11.2017;False;Approved
241;2885;OHM Cycles 86;27.03.2017;True;Approved
242;2740;WeareA2B 57;04.12.2017;False;Approved
243;3166;Solex 63;13.11.2017;True;Approved
244;3487;WeareA2B 63;20.12.2017;True;Approved
245;2890;Giant Bicycles 33;22.09.2017;True;Approved
246;3370;OHM Cycles 98;22.01.2017;False;Approved
247;3393;Norco Bicycles 15;29.01.2017;True;Approved
248;2410;WeareA2B 57;21.07.2017;False;Approved
249;3466;OHM Cycles 61;10.02.2017;True;Approved
250;1454;WeareA2B 48;25.11.2017;False;Cancelled
251;1967;Solex 63;11.04.2017;;Approved
252;3089;Giant Bicycles 78;03.12.2017;False;Approved
253;3123;Giant Bicycles 2;30.12.2017;False;Approved
254;2692;Solex 67;26.07.2017;False;Approved
255;2801;Norco Bicycles 67;01.04.2017;True;Cancelled
256;1580;Solex 13;22.10.2017;True;Approved
257;352;WeareA2B 65;22.03.2017;False;Approved
258;1777;Trek Bicycles 49;15.06.2017;True;Approved
259;142;Giant Bicycles 87;06.07.2017;True;Approved
260;3393;Giant Bicycles 31;28.12.2017;False;Approved
261;599;Solex 17;09.05.2017;False;Approved
262;1258;Solex 91;18.01.2017;False;Approved
263;3405;OHM Cycles 53;22.10.2017;True;Approved
264;3198;Solex 38;30.01.2017;False;Approved
265;834;Trek Bicycles 20;26.06.2017;False;Approved
266;3467;WeareA2B 44;07.11.2017;True;Approved
267;3436;Giant Bicycles 69;13.08.2017;True;Approved
268;1516;OHM Cycles 68;27.08.2017;False;Approved
269;2833;Giant Bicycles 11;25.01.2017;True;Approved
270;2362;Solex 2;13.02.2017;False;Approved
271;2337;Trek Bicycles 27;11.07.2017;False;Approved
272;2149;Trek Bicycles 0;30.04.2017;True;Approved
273;2133;Solex 81;19.05.2017;False;Approved
274;360;OHM Cycles 6;26.05.2017;True;Approved
275;2969;WeareA2B 76;03.02.2017;True;Approved
276;1720;Solex 18;28.04.2017;False;Approved
277;2904;Norco Bicycles 18;23.03.2017;False;Approved
278;754;OHM Cycles 9;03.06.2017;False;Approved
279;1826;Giant Bicycles 35;25.04.2017;False;Approved
280;2487;WeareA2B 93;08.04.2017;False;Approved
281;2815;OHM Cycles 40;18.02.2017;False;Approved
282;541;Giant Bicycles 1;04.05.2017;False;Approved
283;302;Norco Bicycles 16;29.03.2017;False;Approved
284;2024;WeareA2B 44;03.10.2017;True;Approved
285;142;WeareA2B 48;27.07.2017;True;Approved
286;768;OHM Cycles 56;07.08.2017;True;Approved
287;2147;Solex 36;07.02.2017;True;Approved
288;529;Solex 36;20.11.2017;True;Approved
289;825;Solex 13;23.02.2017;False;Approved
290;624;Trek Bicycles 55;05.04.2017;True;Approved
291;2302;Solex 38;07.11.2017;False;Approved
292;3380;Giant Bicycles 64;28.10.2017;False;Approved
293;314;OHM Cycles 0;19.11.2017;False;Approved
294;1079;Norco Bicycles 79;25.08.2017;True;Approved
295;1643;Giant Bicycles 11;20.01.2017;True;Approved
296;1524;Solex 91;14.03.2017;True;Approved
297;3205;Solex 18;14.04.2017;True;Approved
298;2860;Solex 17;20.11.2017;True;Approved
299;772;Solex 13;24.05.2017;False;Approved
300;323;Giant Bicycles 4;25.03.2017;True;Approved
301;2530;Giant Bicycles 78;24.03.2017;;Approved
302;2426;OHM Cycles 42;17.03.2017;True;Approved
303;1883;WeareA2B 48;18.11.2017;False;Approved
304;2745;WeareA2B 12;07.04.2017;False;Approved
305;2819;Norco Bicycles 77;04.01.2017;False;Approved
306;792;OHM Cycles 25;13.12.2017;False;Approved
307;923;Giant Bicycles 35;20.04.2017;False;Approved
308;3353;Trek Bicycles 7;21.07.2017;False;Approved
309;3394;OHM Cycles 68;27.11.2017;False;Approved
310;3213;Giant Bicycles 75;21.10.2017;False;Approved
311;3260;WeareA2B 77;07.03.2017;False;Approved
312;1015;Giant Bicycles 1;04.12.2017;False;Approved
313;2266;Solex 81;25.01.2017;False;Approved
314;58;OHM Cycles 6;20.08.2017;True;Approved
315;3118;Trek Bicycles 40;18.12.2017;True;Approved
316;1414;Solex 62;01.08.2017;False;Approved
317;2202;Norco Bicycles 90;19.06.2017;True;Approved
318;2144;Giant Bicycles 32;31.05.2017;True;Approved
319;1033;WeareA2B 65;09.10.2017;True;Approved
320;2157;Norco Bicycles 15;20.06.2017;True;Approved
321;1097;Solex 36;23.01.2017;False;Approved
322;2757;WeareA2B 12;19.04.2017;False;Approved
323;87;Norco Bicycles 67;08.11.2017;True;Approved
324;2049;OHM Cycles 87;11.10.2017;False;Approved
325;952;Solex 62;14.11.2017;True;Approved
326;1745;Trek Bicycles 55;20.01.2017;False;Approved
327;40;Giant Bicycles 1;09.05.2017;True;Approved
328;372;Trek Bicycles 98;17.10.2017;True;Approved
329;1627;Norco Bicycles 79;11.08.2017;True;Approved
330;444;Giant Bicycles 1;15.11.2017;False;Approved
331;217;Norco Bicycles 61;23.05.2017;False;Approved
332;1656;Solex 71;02.08.2017;True;Approved
333;485;OHM Cycles 58;16.12.2017;True;Approved
334;2252;Norco Bicycles 86;21.02.2017;False;Approved
335;3103;Giant Bicycles 95;01.11.2017;False;Approved
336;506;Trek Bicycles 55;05.10.2017;True;Approved
337;1615;Norco Bicycles 82;30.10.2017;;Approved
338;1881;Giant Bicycles 32;02.01.2017;True;Approved
339;2903;WeareA2B 65;04.12.2017;True;Approved
340;1274;Trek Bicycles 49;16.12.2017;False;Approved
341;1443;Giant Bicycles 1;27.08.2017;False;Approved
342;2091;Solex 24;14.03.2017;False;Approved
343;1478;Norco Bicycles 61;11.03.2017;;Approved
344;1493;Giant Bicycles 7;09.07.2017;False;Approved
345;1614;Giant Bicycles 84;21.03.2017;False;Approved
346;476;WeareA2B 48;19.07.2017;False;Approved
347;1777;Norco Bicycles 16;12.04.2017;True;Approved
348;940;OHM Cycles 40;11.08.2017;False;Approved
349;2930;Norco Bicycles 100;20.10.2017;True;Approved
350;2354;Trek Bicycles 27;26.10.2017;True;Approved
351;1582;Solex 59;15.06.2017;False;Approved
352;416;Norco Bicycles 34;19.06.2017;False;Approved
353;1013;Norco Bicycles 18;20.04.2017;True;Approved
354;533;Solex 83;14.11.2017;False;Approved
355;968;Giant Bicycles 82;22.03.2017;True;Approved
356;727;Norco Bicycles 88;09.07.2017;True;Approved
357;1160;Norco Bicycles 77;13.04.2017;False;Approved
358;3425;OHM Cycles 6;06.12.2017;True;Approved
359;1614;Solex 10;10.11.2017;True;Approved
360;2140;Norco Bicycles 69;26.04.2017;True;Approved
361;2589;WeareA2B 15;31.01.2017;False;Approved
362;2920;Trek Bicycles 7;22.09.2017;True;Approved
363;62;Solex 73;14.08.2017;True;Approved
364;1112;Giant Bicycles 32;13.09.2017;False;Approved
365;1995;Giant Bicycles 39;03.05.2017;True;Approved
366;1965;Norco Bicycles 28;22.08.2017;False;Approved
367;1614; 0;10.03.2017;False;Approved
368;366;OHM Cycles 25;24.01.2017;True;Approved
369;2682;Giant Bicycles 32;29.07.2017;False;Approved
370;2993;Giant Bicycles 78;03.08.2017;True;Approved
371;1887;WeareA2B 44;28.08.2017;False;Approved
372;1692;OHM Cycles 56;16.08.2017;True;Approved
373;1927;Giant Bicycles 1;24.06.2017;False;Approved
374;2567;Norco Bicycles 15;07.03.2017;False;Approved
375;3276;WeareA2B 17;05.07.2017;True;Approved
376;1808;Solex 0;09.02.2017;False;Approved
377;2368;Trek Bicycles 7;17.10.2017;False;Approved
378;470;OHM Cycles 53;27.10.2017;False;Approved
379;3270;Trek Bicycles 20;03.03.2017;False;Approved
380;1683;Trek Bicycles 3;20.08.2017;True;Approved
381;880;Solex 14;18.09.2017;True;Approved
382;309;Solex 83;02.12.2017;True;Approved
383;1698;Giant Bicycles 39;28.11.2017;True;Approved
384;1434;Solex 67;28.08.2017;False;Approved
385;2712;Trek Bicycles 40;14.05.2017;False;Approved
386;892;Solex 13;01.10.2017;False;Approved
387;832;Norco Bicycles 100;15.10.2017;True;Approved
388;1033;Trek Bicycles 35;03.05.2017;True;Approved
389;2834;Solex 17;15.02.2017;True;Approved
390;3015;Norco Bicycles 79;04.01.2017;False;Approved
391;3484;Norco Bicycles 86;12.10.2017;False;Approved
392;2775;OHM Cycles 9;19.03.2017;False;Approved
393;1208;OHM Cycles 58;30.08.2017;True;Approved
394;2109;OHM Cycles 58;29.06.2017;False;Approved
395;3195;Solex 43;12.10.2017;True;Approved
396;3366;Norco Bicycles 88;27.06.2017;True;Approved
397;2492;WeareA2B 15;27.02.2017;False;Approved
398;389;OHM Cycles 6;12.03.2017;True;Approved
399;1306;Solex 83;18.12.2017;;Approved
400;552;Solex 0;24.07.2017;True;Approved
401;3009;Giant Bicycles 82;05.05.2017;False;Approved
402;2925;Norco Bicycles 88;14.06.2017;False;Approved
403;140;Trek Bicycles 14;17.02.2017;False;Approved
404;209;Norco Bicycles 67;14.09.2017;True;Approved
405;225;WeareA2B 76;19.06.2017;False;Approved
406;1595;Trek Bicycles 0;17.04.2017;False;Approved
407;2559; 0;14.06.2017;True;Approved
408;769;Solex 18;11.12.2017;False;Approved
409;1282;Norco Bicycles 23;08.05.2017;False;Approved
410;2377;Giant Bicycles 82;07.03.2017;False;Approved
411;3355;Solex 62;30.12.2017;False;Approved
412;2350;Trek Bicycles 20;11.05.2017;True;Approved
413;720;Giant Bicycles 60;09.09.2017;False;Approved
414;3249;WeareA2B 65;02.02.2017;True;Approved
415;2939;WeareA2B 76;01.10.2017;True;Approved
416;1035;Solex 17;03.11.2017;True;Approved
417;492;Solex 73;02.10.2017;False;Approved
418;3100;Giant Bicycles 39;10.12.2017;True;Approved
419;1586;WeareA2B 34;19.04.2017;False;Approved
420;31;OHM Cycles 97;25.05.2017;True;Approved
421;887;Norco Bicycles 9;28.04.2017;False;Approved
422;3356;Giant Bicycles 11;26.08.2017;False;Approved
423;2498;Giant Bicycles 82;15.09.2017;True;Approved
424;3415;Giant Bicycles 96;03.03.2017;True;Approved
425;2828;Solex 28;06.09.2017;False;Approved
426;3117;Giant Bicycles 39;24.04.2017;True;Approved
427;2850;Trek Bicycles 70;19.11.2017;False;Approved
428;2779;Solex 62;30.11.2017;True;Approved
429;683;Trek Bicycles 84;15.12.2017;False;Approved
430;2342;Solex 21;26.10.2017;False;Approved
431;3388;Trek Bicycles 7;12.02.2017;False;Approved
432;1968;Norco Bicycles 79;19.06.2017;True;Approved
433;2923;Giant Bicycles 39;17.12.2017;True;Approved
434;15;Norco Bicycles 67;10.03.2017;False;Approved
435;2659;Solex 4;22.07.2017;True;Approved
436;3417;WeareA2B 96;26.09.2017;True;Approved
437;1862;Solex 13;27.08.2017;True;Approved
438;1670;WeareA2B 76;17.04.2017;False;Approved
439;2126;Giant Bicycles 33;05.12.2017;True;Approved
440;2702;WeareA2B 54;20.10.2017;True;Approved
441;125;WeareA2B 93;25.02.2017;True;Approved
442;750;Solex 63;24.04.2017;True;Approved
443;359;OHM Cycles 52;25.01.2017;False;Approved
444;2820;Giant Bicycles 33;10.09.2017;False;Approved
445;850;WeareA2B 65;25.11.2017;True;Approved
446;3072;WeareA2B 50;23.05.2017;False;Approved
447;820;Solex 0;23.06.2017;False;Approved
448;919;Giant Bicycles 4;28.09.2017;True;Approved
449;1250;WeareA2B 26;31.03.2017;False;Approved
450;1655;Trek Bicycles 5;01.05.2017;False;Approved
451;1194;Norco Bicycles 29;02.12.2017;True;Approved
452;234;Trek Bicycles 80;20.03.2017;False;Approved
453;724;OHM Cycles 9;22.11.2017;False;Approved
454;1976;OHM Cycles 9;03.05.2017;False;Approved
455;193;Solex 24;16.08.2017;True;Approved
456;1588;Giant Bicycles 84;30.01.2017;True;Approved
457;290;Norco Bicycles 100;10.10.2017;False;Approved
458;167;Giant Bicycles 7;25.03.2017;False;Approved
459;2821;OHM Cycles 51;29.04.2017;True;Approved
460;1201;Solex 21;07.08.2017;False;Approved
461;893;Solex 46;09.07.2017;False;Approved
462;2794;Solex 62;05.09.2017;True;Approved
463;3166;WeareA2B 96;14.07.2017;True;Approved
464;1422;Norco Bicycles 81;13.10.2017;False;Approved
465;3476;Giant Bicycles 31;17.04.2017;False;Approved
466;505;Solex 13;24.06.2017;True;Approved
467;1132;Solex 59;15.10.2017;False;Approved
468;2363;OHM Cycles 53;02.11.2017;True;Approved
469;1816;WeareA2B 12;11.10.2017;False;Approved
470;73;Solex 18;30.04.2017;False;Approved
471;647;Solex 18;21.01.2017;True;Approved
472;1304;Giant Bicycles 2;09.02.2017;True;Approved
473;344;OHM Cycles 25;11.11.2017;False;Approved
474;1001;Solex 18;07.10.2017;True;Approved
475;2724;Norco Bicycles 16;10.08.2017;False;Approved
476;1787;WeareA2B 21;19.08.2017;True;Approved
477;367;Solex 73;12.02.2017;;Approved
478;524;Trek Bicycles 98;18.01.2017;True;Approved
479;479;Giant Bicycles 69;08.09.2017;True;Approved
480;1782;OHM Cycles 52;17.04.2017;True;Approved
481;361;Norco Bicycles 16;15.03.2017;True;Approved
482;1135;Solex 17;22.04.2017;False;Approved
483;1591;Solex 59;15.02.2017;True;Approved
484;941;Trek Bicycles 3;04.05.2017;True;Approved
485;804;OHM Cycles 87;17.03.2017;False;Approved
486;2729;Giant Bicycles 25;24.07.2017;True;Approved
487;223;Trek Bicycles 27;15.02.2017;True;Approved
488;1571;WeareA2B 10;09.09.2017;True;Approved
489;2747;Norco Bicycles 82;25.01.2017;False;Approved
490;506;Giant Bicycles 11;12.04.2017;True;Approved
491;2676;Giant Bicycles 32;10.12.2017;True;Approved
492;547;Norco Bicycles 90;11.01.2017;True;Approved
493;2623;WeareA2B 44;03.12.2017;True;Approved
494;1509;WeareA2B 92;16.11.2017;True;Approved
495;479;Solex 21;09.08.2017;True;Approved
496;661;Norco Bicycles 0;08.11.2017;False;Approved
497;1854;Solex 62;30.12.2017;True;Approved
498;125;Norco Bicycles 72;29.05.2017;False;Approved
499;1037;WeareA2B 22;19.07.2017;False;Approved
500;1446;Norco Bicycles 79;02.02.2017;True;Approved
501;2810;Norco Bicycles 28;25.07.2017;True;Approved
502;500;Norco Bicycles 77;13.06.2017;True;Approved
503;2468;OHM Cycles 87;07.08.2017;True;Approved
504;1785;Trek Bicycles 5;10.03.2017;False;Approved
505;2560;Giant Bicycles 66;09.07.2017;False;Approved
506;1853;Giant Bicycles 66;04.12.2017;False;Approved
507;3468;Solex 71;02.09.2017;True;Approved
508;3389;Solex 91;24.03.2017;False;Approved
509;3015;Solex 17;28.07.2017;False;Approved
510;3073;WeareA2B 85;23.04.2017;True;Approved
511;683;Solex 24;04.07.2017;True;Approved
512;1020;Solex 62;02.10.2017;True;Approved
513;1052;Trek Bicycles 0;29.11.2017;False;Approved
